,NOM_GEO,AMBITO,GRID_NUMBER,Lat,long,X_GSR80,Y_GSR80,SQUARE_POLYGON,geometry,CENTROID,GRID_VAL
302,San Antonio Tecómitl,Urbana,GRID_302,19.2170600350422,-98.98462208137788,805588.8584998957,2816217.890100001,"POLYGON ((805188.8584998957 2815817.890100001, 805988.8584998957 2815817.890100001, 805988.8584998957 2816617.890100001, 805188.8584998957 2816617.890100001, 805188.8584998957 2815817.890100001))","POLYGON ((-98.98851534353919 19.21351382131064, -98.98835517931936 19.21713616513417, -98.98462198003944 19.21705999228252, -98.98470226482624 19.21336148501429, -98.98851534353919 19.21351382131064))",POINT (-98.9865425821357263 19.2152610209208952),SI
303,San Antonio Tecómitl,Urbana,GRID_303,19.21698381639097,-98.98080890346108,805588.8584998957,2816617.890100001,"POLYGON ((805188.8584998957 2816217.890100001, 805988.8584998957 2816217.890100001, 805988.8584998957 2817017.890100001, 805188.8584998957 2817017.890100001, 805188.8584998957 2816217.890100001))","POLYGON ((-98.98470226269454 19.21343770131223, -98.98454189579746 19.21706004278552, -98.98080880212298 19.21698377362851, -98.98088918824772 19.21328517241708, -98.98470226269454 19.21343770131223))",POINT (-98.9827294204384174 19.2151848181906537),SI
304,San Nicolás Tetelco,Urbana,GRID_304,19.216907501437458,-98.9769957298134,805588.8584998957,2817017.890100001,"POLYGON ((805188.8584998957 2816617.890100001, 805988.8584998957 2816617.890100001, 805988.8584998957 2817417.890100001, 805188.8584998957 2817417.890100001, 805188.8584998957 2816617.890100001))","POLYGON ((-98.9808891861133 19.21336148501429, -98.98072861653969 19.21698382413435, -98.97699562847566 19.2169074586722, -98.97707611593799 19.21320876352075, -98.9808891861133 19.21336148501429))",POINT (-98.9789162630093955 19.2151085191579796),SI
305,San Nicolás Tetelco,Urbana,GRID_305,19.21683109018189,-98.97318256044028,805588.8584998957,2817417.890100001,"POLYGON ((805188.8584998957 2817017.890100001, 805988.8584998957 2817017.890100001, 805988.8584998957 2817817.890100001, 805188.8584998957 2817817.890100001, 805188.8584998957 2817017.890100001))","POLYGON ((-98.97707611380089 19.21328517241708, -98.97691534155142 19.21690750918093, -98.97318245910289 19.2168310474138, -98.97326304790246 19.21313225832548, -98.97707611380089 19.21328517241708))",POINT (-98.9751031098541034 19.2150321238230859),SI
306,San Nicolás Tetelco,Urbana,GRID_306,19.216754582624365,-98.9693693953471,805588.8584998957,2817817.890100001,"POLYGON ((805188.8584998957 2817417.890100001, 805988.8584998957 2817417.890100001, 805988.8584998957 2818217.890100001, 805188.8584998957 2818217.890100001, 805188.8584998957 2817417.890100001))","POLYGON ((-98.97326304576266 19.21320876352075, -98.97310207083801 19.21683109792543, -98.96936929401002 19.21675453985351, -98.96944998414651 19.21305565683149, -98.97326304576266 19.21320876352075))",POINT (-98.9712899609778702 19.2149556321861752),SI
307,San Miguel Ajusco,Urbana,GRID_307,19.225290148098257,-99.22478686112478,805988.8584998957,2791017.890100001,"POLYGON ((805588.8584998957 2790617.890100001, 806388.8584998957 2790617.890100001, 806388.8584998957 2791417.890100001, 805588.8584998957 2791417.890100001, 805588.8584998957 2790617.890100001))","POLYGON ((-99.22867410149944 19.2217377115604, -99.2285266994395 19.22536021291702, -99.22478675976038 19.22529010550686, -99.22486066351914 19.22159750539621, -99.22867410149944 19.2217377115604))",POINT (-99.2267063897095767 19.2234901232761217),SI
308,San Miguel Ajusco,Urbana,GRID_308,19.22521999469363,-99.2209733237452,805988.8584998957,2791417.890100001,"POLYGON ((805588.8584998957 2791017.890100001, 806388.8584998957 2791017.890100001, 806388.8584998957 2791817.890100001, 805588.8584998957 2791817.890100001, 805588.8584998957 2791017.890100001))","POLYGON ((-99.22486066155689 19.22166765663521, -99.22471305676784 19.22529015582927, -99.2209732223811 19.22521995209943, -99.2210472275038 19.22152725784357, -99.22486066155689 19.22166765663521))",POINT (-99.2228928686040064 19.2234199858014350),SI
309,San Miguel Ajusco,Urbana,GRID_309,19.22514974497241,-99.2171597902958,805988.8584998957,2791817.890100001,"POLYGON ((805588.8584998957 2791417.890100001, 806388.8584998957 2791417.890100001, 806388.8584998957 2792217.890100001, 805588.8584998957 2792217.890100001, 805588.8584998957 2791417.890100001))","POLYGON ((-99.22104722553885 19.22159750539621, -99.22089941802132 19.22522000242476, -99.21715968893204 19.2251497023754, -99.21723379541835 19.22145691397743, -99.22104722553885 19.22159750539621))",POINT (-99.2190793514278226 19.2233497520099874),SI
310,San Miguel Ajusco,Urbana,GRID_310,19.225079398934746,-99.21334626078205,805988.8584998957,2792217.890100001,"POLYGON ((805588.8584998957 2791817.890100001, 806388.8584998957 2791817.890100001, 806388.8584998957 2792617.890100001, 805588.8584998957 2792617.890100001, 805588.8584998957 2791817.890100001))","POLYGON ((-99.21723379345072 19.22152725784357, -99.21708578320533 19.22514975270361, -99.21334615941859 19.22507935633491, -99.21342036726818 19.22138647379803, -99.21723379345072 19.22152725784357))",POINT (-99.2152658381863546 19.2232794219019638),SI
311,San Miguel Ajusco,Urbana,GRID_311,19.225008956580783,-99.20953273520924,805988.8584998957,2792617.890100001,"POLYGON ((805588.8584998957 2792217.890100001, 806388.8584998957 2792217.890100001, 806388.8584998957 2793017.890100001, 805588.8584998957 2793017.890100001, 805588.8584998957 2792217.890100001))","POLYGON ((-99.21342036529785 19.22145691397743, -99.21327215232525 19.22507940666601, -99.20953263384611 19.22500891397814, -99.2096069430587 19.22131593730549, -99.21342036529785 19.22145691397743))",POINT (-99.2114523288850592 19.2232089954775098),SI
312,San Miguel Ajusco,Urbana,GRID_312,19.22493841791073,-99.20571921358282,805988.8584998957,2793017.890100001,"POLYGON ((805588.8584998957 2792617.890100001, 806388.8584998957 2792617.890100001, 806388.8584998957 2793417.890100001, 805588.8584998957 2793417.890100001, 805588.8584998957 2792617.890100001))","POLYGON ((-99.20960694108567 19.22138647379803, -99.20945852538645 19.22500896431214, -99.20571911222001 19.22493837530528, -99.20579352279526 19.22124530449998, -99.20960694108567 19.22138647379803))",POINT (-99.2076388235292654 19.2231384727368173),SI
313,San Miguel Ajusco,Urbana,GRID_313,19.22486778292475,-99.20190569590817,805988.8584998957,2793417.890100001,"POLYGON ((805588.8584998957 2793017.890100001, 806388.8584998957 2793017.890100001, 806388.8584998957 2793817.890100001, 805588.8584998957 2793817.890100001, 805588.8584998957 2793017.890100001))","POLYGON ((-99.20579352081954 19.22131593730549, -99.20564490239437 19.22493842564217, -99.20190559454565 19.22486774031649, -99.20198010648326 19.2211745753817, -99.20579352081954 19.22131593730549))",POINT (-99.2038253221243309 19.2230678536800639),SI
314,San Miguel Ajusco,Urbana,GRID_314,19.22479705162301,-99.19809218219063,805988.8584998957,2793817.890100001,"POLYGON ((805588.8584998957 2793417.890100001, 806388.8584998957 2793417.890100001, 806388.8584998957 2794217.890100001, 805588.8584998957 2794217.890100001, 805588.8584998957 2793417.890100001))","POLYGON ((-99.20198010450486 19.22124530449998, -99.20183128335434 19.22486779065625, -99.19809208082846 19.22479700901194, -99.1981666941281 19.22110374995084, -99.20198010450486 19.22124530449998))",POINT (-99.2000118246757410 19.2229971383074023),SI
315,San Miguel Ajusco,Urbana,GRID_315,19.22472622400569,-99.19427867243566,805988.8584998957,2794217.890100001,"POLYGON ((805588.8584998957 2793817.890100001, 806388.8584998957 2793817.890100001, 806388.8584998957 2794617.890100001, 805588.8584998957 2794617.890100001, 805588.8584998957 2793817.890100001))","POLYGON ((-99.198166692147 19.2211745753817, -99.19801766827177 19.2247970593546, -99.19427857107378 19.22472618139179, -99.19435328573516 19.22103282820751, -99.198166692147 19.2211745753817))",POINT (-99.1961983311888247 19.2229263266190173),SI
316,Tlalpan,Urbana,GRID_316,19.22408444127755,-99.15995726384337,805988.8584998957,2797817.890100001,"POLYGON ((805588.8584998957 2797417.890100001, 806388.8584998957 2797417.890100001, 806388.8584998957 2798217.890100001, 805588.8584998957 2798217.890100001, 805588.8584998957 2797417.890100001))","POLYGON ((-99.16384615987222 19.22053367927102, -99.16369531150318 19.22415614345952, -99.15995716248435 19.22408439863839, -99.16003278938692 19.22039019848729, -99.16384615987222 19.22053367927102))",POINT (-99.1618770689706537 19.2222846872450894),SI
317,Tlalpan,Urbana,GRID_317,19.22401265051405,-99.15614379400992,805988.8584998957,2798217.890100001,"POLYGON ((805588.8584998957 2797817.890100001, 806388.8584998957 2797817.890100001, 806388.8584998957 2798617.890100001, 805588.8584998957 2798617.890100001, 805588.8584998957 2797817.890100001))","POLYGON ((-99.16003278737887 19.22046198703458, -99.15988173629148 19.22408444900994, -99.15614369265123 19.22401260787209, -99.15621942091232 19.22031831362933, -99.16003278737887 19.22046198703458))",POINT (-99.1580636153967419 19.2222129124091481),SI
318,Tlalpan,Urbana,GRID_318,19.22394076343692,-99.15233032819826,805988.8584998957,2798617.890100001,"POLYGON ((805588.8584998957 2798217.890100001, 806388.8584998957 2798217.890100001, 806388.8584998957 2799017.890100001, 805588.8584998957 2799017.890100001, 805588.8584998957 2798217.890100001))","POLYGON ((-99.1562194189016 19.22039019848729, -99.15606816509647 19.22401265824652, -99.15233022683989 19.22394072079213, -99.1524060564592 19.22024633246089, -99.1562194189016 19.22039019848729))",POINT (-99.1542501658437487 19.2221410412594160),SI
319,Xochimilco,Urbana,GRID_319,19.2233621995498,-99.12182274713524,805988.8584998957,2801817.890100001,"POLYGON ((805588.8584998957 2801417.890100001, 806388.8584998957 2801417.890100001, 806388.8584998957 2802217.890100001, 805588.8584998957 2802217.890100001, 805588.8584998957 2801417.890100001))","POLYGON ((-99.12571261630816 19.21981242293975, -99.12555974078455 19.22343486486282, -99.12182264577945 19.22336215688257, -99.12189928625283 19.2196670159568, -99.12571261630816 19.21981242293975))",POINT (-99.1237427148194143 19.2215626047866017),SI
320,Xochimilco,Urbana,GRID_320,19.223289445657784,-99.11800931776192,805988.8584998957,2802217.890100001,"POLYGON ((805588.8584998957 2801817.890100001, 806388.8584998957 2801817.890100001, 806388.8584998957 2802617.890100001, 805588.8584998957 2802617.890100001, 805588.8584998957 2801817.890100001))","POLYGON ((-99.12189928421786 19.21973976760282, -99.12174620598235 19.22336220728299, -99.11800921640646 19.22328940298778, -99.11808595823514 19.21959416800192, -99.12189928421786 19.21973976760282))",POINT (-99.1199293016970984 19.2214898668208107),SI
321,Xochimilco,Urbana,GRID_321,19.223216595453952,-99.11419589246424,805988.8584998957,2802617.890100001,"POLYGON ((805588.8584998957 2802217.890100001, 806388.8584998957 2802217.890100001, 806388.8584998957 2803017.890100001, 805588.8584998957 2803017.890100001, 805588.8584998957 2802217.890100001))","POLYGON ((-99.11808595619749 19.2196670159568, -99.11793267525074 19.22328945339109, -99.11419579110913 19.22321655278114, -99.11427263429277 19.21952122373835, -99.11808595619749 19.2196670159568))",POINT (-99.1161158926495887 19.2214170325430054),SI
322,Xochimilco,Urbana,GRID_322,19.223143648938443,-99.11038247124762,805988.8584998957,2803017.890100001,"POLYGON ((805588.8584998957 2802617.890100001, 806388.8584998957 2802617.890100001, 806388.8584998957 2803417.890100001, 805588.8584998957 2803417.890100001, 805588.8584998957 2802617.890100001))","POLYGON ((-99.11427263225242 19.21959416800192, -99.11411914859507 19.22321660318733, -99.11038236989279 19.2231436062628, -99.1104593144311 19.2194481831662, -99.11427263225242 19.21959416800192))",POINT (-99.1123024876822143 19.2213441019533740),SI
323,Xochimilco,Urbana,GRID_323,19.2230706061114,-99.10656905411736,805988.8584998957,2803417.890100001,"POLYGON ((805588.8584998957 2803017.890100001, 806388.8584998957 2803017.890100001, 806388.8584998957 2803817.890100001, 805588.8584998957 2803817.890100001, 805588.8584998957 2803017.890100001))","POLYGON ((-99.11045931238807 19.21952122373835, -99.11030562602076 19.22314365667191, -99.10656895276288 19.22307056343297, -99.10664599865552 19.21937504628571, -99.11045931238807 19.21952122373835))",POINT (-99.1084890868004180 19.2212710750521119),SI
324,Xochimilco,Urbana,GRID_324,19.22299746697305,-99.10275564107891,805988.8584998957,2803817.890100001,"POLYGON ((805588.8584998957 2803417.890100001, 806388.8584998957 2803417.890100001, 806388.8584998957 2804217.890100001, 805588.8584998957 2804217.890100001, 805588.8584998957 2803417.890100001))","POLYGON ((-99.10664599660979 19.2194481831662, -99.10649210753317 19.22307061384495, -99.10275553972477 19.22299742429182, -99.1028326869714 19.21930181309707, -99.10664599660979 19.2194481831662))",POINT (-99.1046756900095573 19.2211979518393683),SI
325,Xochimilco,Urbana,GRID_325,19.22292423152356,-99.09894223213765,805988.8584998957,2804217.890100001,"POLYGON ((805588.8584998957 2803817.890100001, 806388.8584998957 2803817.890100001, 806388.8584998957 2804617.890100001, 805588.8584998957 2804617.890100001, 805588.8584998957 2803817.890100001))","POLYGON ((-99.10283268492297 19.21937504628571, -99.1026785931377 19.22299747470665, -99.09894213078383 19.22292418883949, -99.09901937938412 19.21922848360044, -99.10283268492297 19.21937504628571))",POINT (-99.1008622973150608 19.2211247323153422),SI
326,Xochimilco,Urbana,GRID_326,19.22285089976309,-99.09512882729894,805988.8584998957,2804617.890100001,"POLYGON ((805588.8584998957 2804217.890100001, 806388.8584998957 2804217.890100001, 806388.8584998957 2805017.890100001, 805588.8584998957 2805017.890100001, 805588.8584998957 2804217.890100001))","POLYGON ((-99.09901937733299 19.21930181309707, -99.09886508283975 19.22292423925725, -99.09512872594543 19.22285085707623, -99.09520607589909 19.21915505779598, -99.09901937733299 19.21930181309707))",POINT (-99.0970489087222290 19.2210514164802326),SI
327,Xochimilco,Urbana,GRID_327,19.222703947309945,-99.08750202995076,805988.8584998957,2805417.890100001,"POLYGON ((805588.8584998957 2805017.890100001, 806388.8584998957 2805017.890100001, 806388.8584998957 2805817.890100001, 805588.8584998957 2805817.890100001, 805588.8584998957 2805017.890100001))","POLYGON ((-99.09139277446516 19.21915505779598, -99.09123807455786 19.22277747942568, -99.0875019285979 19.2227039046175, -99.08757948125725 19.21900791726438, -99.09139277446516 19.21915505779598))",POINT (-99.0894221438632599 19.2209044958773987),SI
328,San Antonio Tecómitl,Urbana,GRID_328,19.22106204469523,-99.00360835594029,805988.8584998957,2814217.890100001,"POLYGON ((805588.8584998957 2813817.890100001, 806388.8584998957 2813817.890100001, 806388.8584998957 2814617.890100001, 805588.8584998957 2814617.890100001, 805588.8584998957 2813817.890100001))","POLYGON ((-99.00750123822947 19.21751532459128, -99.00734207894263 19.22113769559988, -99.00360825459475 19.22106200194117, -99.00368803692922 19.21736394662059, -99.00750123822947 19.21751532459128))",POINT (-99.0055288270093570 19.2192629435801479),SI
329,San Antonio Tecómitl,Urbana,GRID_329,19.220986305219963,-98.99979505541582,805988.8584998957,2814617.890100001,"POLYGON ((805588.8584998957 2814217.890100001, 806388.8584998957 2814217.890100001, 806388.8584998957 2815017.890100001, 805588.8584998957 2815017.890100001, 805588.8584998957 2814217.890100001))","POLYGON ((-99.00368803481079 19.21743968375762, -99.00352867283259 19.22106205243103, -98.99979495407062 19.22098626246309, -98.9998748377501 19.21728811318037, -99.00368803481079 19.21743968375762))",POINT (-99.0017155427094764 19.2191872200268321),SI
330,San Antonio Tecómitl,Urbana,GRID_330,19.220910469438483,-98.9959817591339,805988.8584998957,2815017.890100001,"POLYGON ((805588.8584998957 2814617.890100001, 806388.8584998957 2814617.890100001, 806388.8584998957 2815417.890100001, 805588.8584998957 2815417.890100001, 805588.8584998957 2814617.890100001))","POLYGON ((-98.99987483562897 19.21736394662059, -98.99971527096005 19.22098631295583, -98.99598165778906 19.22091042667881, -98.9960616428132 19.21721218343711, -98.99987483562897 19.21736394662059))",POINT (-98.9979022626513228 19.2191114001672005),SI
331,San Antonio Tecómitl,Urbana,GRID_331,19.220834537351013,-98.99216846709996,805988.8584998957,2815417.890100001,"POLYGON ((805588.8584998957 2815017.890100001, 806388.8584998957 2815017.890100001, 806388.8584998957 2815817.890100001, 805588.8584998957 2815817.890100001, 805588.8584998957 2815017.890100001))","POLYGON ((-98.99606164068939 19.21728811318037, -98.99590187333045 19.22091047717446, -98.99216836575545 19.22083449458854, -98.99224845212393 19.21713615739098, -98.99606164068939 19.21728811318037))",POINT (-98.9940889868402962 19.2190354840014415),SI
332,San Antonio Tecómitl,Urbana,GRID_332,19.22075850895771,-98.98835517931936,805988.8584998957,2815817.890100001,"POLYGON ((805588.8584998957 2815417.890100001, 806388.8584998957 2815417.890100001, 806388.8584998957 2816217.890100001, 805588.8584998957 2816217.890100001, 805588.8584998957 2815417.890100001))","POLYGON ((-98.99224844999743 19.21721218343711, -98.99208847994915 19.22083454508707, -98.9883550779752 19.22075846619246, -98.98843526568766 19.2170600350422, -98.99224844999743 19.21721218343711))",POINT (-98.9902757152817117 19.2189594715297218),SI
333,San Nicolás Tetelco,Urbana,GRID_333,19.220529845944792,-98.97691534155142,805988.8584998957,2817017.890100001,"POLYGON ((805588.8584998957 2816617.890100001, 806388.8584998957 2816617.890100001, 806388.8584998957 2817417.890100001, 805588.8584998957 2817417.890100001, 805588.8584998957 2816617.890100001))","POLYGON ((-98.98080890346108 19.21698381639098, -98.98064832534881 19.22060617099073, -98.97691524020829 19.22052980317114, -98.97699573195069 19.21683109018189, -98.98080890346108 19.21698381639098))",POINT (-98.9788359261748241 19.2187308562807289),SI
334,San Nicolás Tetelco,Urbana,GRID_334,19.22045343233011,-98.973102070838,805988.8584998957,2817417.890100001,"POLYGON ((805588.8584998957 2817017.890100001, 806388.8584998957 2817017.890100001, 806388.8584998957 2817817.890100001, 805588.8584998957 2817817.890100001, 805588.8584998957 2817017.890100001))","POLYGON ((-98.97699572981341 19.21690750143746, -98.97683494901455 19.22052985368118, -98.97310196949522 19.22045338955364, -98.97318256258026 19.21675458262436, -98.97699572981341 19.21690750143746))",POINT (-98.9750226716800654 19.2186544585870749),SI
335,San Nicolás Tetelco,Urbana,GRID_335,19.220376922410512,-98.96928880440488,805988.8584998957,2817817.890100001,"POLYGON ((805588.8584998957 2817417.890100001, 806388.8584998957 2817417.890100001, 806388.8584998957 2818217.890100001, 805588.8584998957 2818217.890100001, 805588.8584998957 2817417.890100001))","POLYGON ((-98.97318256044029 19.21683109018189, -98.97302157695547 19.2204534400666, -98.96928870306242 19.22037687963129, -98.96936939748974 19.21667797876516, -98.97318256044029 19.21683109018189))",POINT (-98.9712094214647351 19.2185779645884374),SI
336,San Miguel Ajusco,Urbana,GRID_336,19.22891265502334,-99.22471305676784,806388.8584998957,2791017.890100001,"POLYGON ((805988.8584998957 2790617.890100001, 806788.8584998957 2790617.890100001, 806788.8584998957 2791417.890100001, 805988.8584998957 2791417.890100001, 805988.8584998957 2790617.890100001))","POLYGON ((-99.22860040242919 19.22536020518607, -99.22845299253007 19.22898272199753, -99.22471295539806 19.22891261242358, -99.22478686308719 19.22521999469363, -99.22860040242919 19.22536020518607))",POINT (-99.2266326367277287 19.2271126228014282),SI
337,San Miguel Ajusco,Urbana,GRID_337,19.22884249945332,-99.22089941802132,806388.8584998957,2791417.890100001,"POLYGON ((805988.8584998957 2791017.890100001, 806788.8584998957 2791017.890100001, 806788.8584998957 2791817.890100001, 805988.8584998957 2791817.890100001, 805988.8584998957 2791017.890100001))","POLYGON ((-99.22478686112478 19.22529014809826, -99.22463924848577 19.22891266274734, -99.22089931665185 19.22884245685071, -99.2209733257103 19.22514974497241, -99.22478686112478 19.22529014809826))",POINT (-99.2228190142561175 19.2270424831616538),SI
338,San Miguel Ajusco,Urbana,GRID_338,19.22877224756365,-99.21708578320532,806388.8584998957,2791817.890100001,"POLYGON ((805988.8584998957 2791417.890100001, 806788.8584998957 2791417.890100001, 806788.8584998957 2792217.890100001, 805988.8584998957 2792217.890100001, 805988.8584998957 2791417.890100001))","POLYGON ((-99.2209733237452 19.22521999469363, -99.22082550836693 19.22884250717736, -99.21708568183617 19.22877220495824, -99.21715979226362 19.22507939893474, -99.2209733237452 19.22521999469363))",POINT (-99.2190053957141629 19.2269722472021272),SI
339,San Miguel Ajusco,Urbana,GRID_339,19.228701899354583,-99.21327215232525,806388.8584998957,2792217.890100001,"POLYGON ((805988.8584998957 2791817.890100001, 806788.8584998957 2791817.890100001, 806788.8584998957 2792617.890100001, 805988.8584998957 2792617.890100001, 805988.8584998957 2791817.890100001))","POLYGON ((-99.21715979029581 19.22514974497241, -99.21701177217892 19.22877225528779, -99.21327205095639 19.22870185674635, -99.21334626275254 19.22500895658078, -99.21715979029581 19.22514974497241))",POINT (-99.2151917811072224 19.2269019149230509),SI
340,San Miguel Ajusco,Urbana,GRID_340,19.22863145482625,-99.20945852538644,806388.8584998957,2792617.890100001,"POLYGON ((805988.8584998957 2792217.890100001, 806788.8584998957 2792217.890100001, 806788.8584998957 2793017.890100001, 805988.8584998957 2793017.890100001, 805988.8584998957 2792217.890100001))","POLYGON ((-99.21334626078203 19.22507939893474, -99.21319803992714 19.22870190707879, -99.20945842401792 19.22863141221522, -99.20953273718243 19.22493841791074, -99.21334626078203 19.22507939893474))",POINT (-99.2113781704407387 19.2268314863245706),SI
341,San Miguel Ajusco,Urbana,GRID_341,19.228560913978853,-99.20564490239435,806388.8584998957,2793017.890100001,"POLYGON ((805988.8584998957 2792617.890100001, 806788.8584998957 2792617.890100001, 806788.8584998957 2793417.890100001, 805988.8584998957 2793417.890100001, 805988.8584998957 2792617.890100001))","POLYGON ((-99.20953273520925 19.22500895658078, -99.20938431161699 19.22863146255054, -99.20564480102615 19.228560871365, -99.2057192155587 19.22486778292475, -99.20953273520925 19.22500895658078))",POINT (-99.2075645637201546 19.2267609614068746),SI
342,San Miguel Ajusco,Urbana,GRID_342,19.22849027681253,-99.20183128335434,806388.8584998957,2793417.890100001,"POLYGON ((805988.8584998957 2793017.890100001, 806788.8584998957 2793017.890100001, 806788.8584998957 2793817.890100001, 805988.8584998957 2793817.890100001, 805988.8584998957 2793017.890100001))","POLYGON ((-99.20571921358282 19.22493841791074, -99.20557058725383 19.22856092170322, -99.20183118198644 19.22849023419589, -99.20190569788673 19.22479705162301, -99.20571921358282 19.22493841791074))",POINT (-99.2037509609507282 19.2266903401701406),SI
343,San Miguel Ajusco,Urbana,GRID_343,19.228419543327497,-99.19801766827176,806388.8584998957,2793817.890100001,"POLYGON ((805988.8584998957 2793417.890100001, 806788.8584998957 2793417.890100001, 806788.8584998957 2794217.890100001, 805988.8584998957 2794217.890100001, 805988.8584998957 2793417.890100001))","POLYGON ((-99.20190569590817 19.22486778292475, -99.20175686684306 19.22849028453699, -99.19801756690418 19.22841950070804, -99.19809218417191 19.22472622400569, -99.20190569590817 19.22486778292475))",POINT (-99.1999373621379306 19.2266196226145283),SI
344,San Miguel Ajusco,Urbana,GRID_344,19.2283487135239,-99.19420405715206,806388.8584998957,2794217.890100001,"POLYGON ((805988.8584998957 2793817.890100001, 806788.8584998957 2793817.890100001, 806788.8584998957 2794617.890100001, 805988.8584998957 2794617.890100001, 805988.8584998957 2793817.890100001))","POLYGON ((-99.19809218219065 19.22479705162301, -99.19794315039005 19.22841955105203, -99.19420395578479 19.22834867090162, -99.19427867441962 19.22465530007298, -99.19809218219065 19.22479705162301))",POINT (-99.1961237672871334 19.2265488087402225),SI
345,Tlalpan,Urbana,GRID_345,19.22806443112741,-99.17894965240936,806388.8584998957,2795817.890100001,"POLYGON ((805988.8584998957 2795417.890100001, 806788.8584998957 2795417.890100001, 806788.8584998957 2796217.890100001, 805988.8584998957 2796217.890100001, 805988.8584998957 2795417.890100001))","POLYGON ((-99.18283816699974 19.224513163262, -99.18268832426355 19.22813565392835, -99.17894955104339 19.22806438849391, -99.17902467514347 19.22437064119147, -99.18283816699974 19.224513163262))",POINT (-99.1808694276115403 19.2262645900594933),SI
346,Tlalpan,Urbana,GRID_346,19.22799311973364,-99.17513606118467,806388.8584998957,2796217.890100001,"POLYGON ((805988.8584998957 2795817.890100001, 806788.8584998957 2795817.890100001, 806788.8584998957 2796617.890100001, 805988.8584998957 2796617.890100001, 805988.8584998957 2795817.890100001))","POLYGON ((-99.17902467314875 19.22444195038408, -99.17887462768023 19.22806443885234, -99.17513595981902 19.22799307709733, -99.17521118528462 19.22429923568436, -99.17902467314875 19.22444195038408))",POINT (-99.1770558526515060 19.2261932945943208),SI
347,Tlalpan,Urbana,GRID_347,19.22785020799377,-99.1675088907262,806388.8584998957,2797017.890100001,"POLYGON ((805988.8584998957 2796617.890100001, 806788.8584998957 2796617.890100001, 806788.8584998957 2797417.890100001, 805988.8584998957 2797417.890100001, 805988.8584998957 2796617.890100001))","POLYGON ((-99.1713976974205 19.22429923568436, -99.17124724648929 19.22792171974747, -99.16750878936116 19.22785016535186, -99.16758421755685 19.2241561357272, -99.1713976974205 19.22429923568436))",POINT (-99.1694287147197144 19.2260504147112208),SI
348,Tlalpan,Urbana,GRID_348,19.227778607648016,-99.16369531150318,806388.8584998957,2797417.890100001,"POLYGON ((805988.8584998957 2797017.890100001, 806788.8584998957 2797017.890100001, 806788.8584998957 2797817.890100001, 805988.8584998957 2797817.890100001, 805988.8584998957 2797017.890100001))","POLYGON ((-99.16758421555404 19.22422773386286, -99.16743356189242 19.22785021571895, -99.16369521013846 19.22777856500328, -99.16377073969871 19.22408444127755, -99.16758421555404 19.22422773386286))",POINT (-99.1656151517587858 19.2259788302936414),SI
349,Tlalpan,Urbana,GRID_349,19.227706910985297,-99.15988173629148,806388.8584998957,2797817.890100001,"POLYGON ((805988.8584998957 2797417.890100001, 806788.8584998957 2797417.890100001, 806788.8584998957 2798217.890100001, 805988.8584998957 2798217.890100001, 805988.8584998957 2797417.890100001))","POLYGON ((-99.16377073769321 19.2241561357272, -99.16361988130181 19.22777861537328, -99.15988163492707 19.22770686833775, -99.15995726585157 19.22401265051405, -99.16377073769321 19.2241561357272))",POINT (-99.1618015928083025 19.2259071495589424),SI
350,Tlalpan,Urbana,GRID_350,19.22763511800576,-99.15606816509649,806388.8584998957,2798217.890100001,"POLYGON ((805988.8584998957 2797817.890100001, 806788.8584998957 2797817.890100001, 806788.8584998957 2798617.890100001, 805988.8584998957 2798617.890100001, 805988.8584998957 2797817.890100001))","POLYGON ((-99.15995726384337 19.22408444127755, -99.15980620472287 19.22770691871062, -99.15606806373239 19.22763507535542, -99.15614379602081 19.22394076343692, -99.15995726384337 19.22408444127755))",POINT (-99.1579880378736931 19.2258353725073121),SI
351,Xochimilco,Urbana,GRID_351,19.22698464696315,-99.12174620598236,806388.8584998957,2801817.890100001,"POLYGON ((805988.8584998957 2801417.890100001, 806788.8584998957 2801417.890100001, 806788.8584998957 2802217.890100001, 805988.8584998957 2802217.890100001, 805988.8584998957 2801417.890100001))","POLYGON ((-99.12563618057879 19.2234348571297, -99.12548329692513 19.22705731451197, -99.1217461046212 19.22698460428754, -99.12182274917036 19.22328944565778, -99.12563618057879 19.2234348571297))",POINT (-99.1236662250645537 19.2251850448095283),SI
352,Xochimilco,Urbana,GRID_352,19.226911890825377,-99.11793267525074,806388.8584998957,2802217.890100001,"POLYGON ((805988.8584998957 2801817.890100001, 806788.8584998957 2801817.890100001, 806788.8584998957 2802617.890100001, 805988.8584998957 2802617.890100001, 805988.8584998957 2801817.890100001))","POLYGON ((-99.12182274713524 19.22336219954979, -99.1216696607589 19.22698465468931, -99.11793257388989 19.22691184814697, -99.11800931979974 19.22321659545395, -99.12182274713524 19.22336219954979))",POINT (-99.1198527105847802 19.2251123045982730),SI
353,Xochimilco,Urbana,GRID_353,19.22683903837273,-99.11411914859508,806388.8584998957,2802617.890100001,"POLYGON ((805988.8584998957 2802217.890100001, 806788.8584998957 2802217.890100001, 806788.8584998957 2803017.890100001, 805988.8584998957 2803017.890100001, 805988.8584998957 2802217.890100001))","POLYGON ((-99.11800931776193 19.22328944565778, -99.11785602866358 19.22691189855158, -99.11411904723454 19.22683899569152, -99.11419589450477 19.22314364893844, -99.11800931776193 19.22328944565778))",POINT (-99.1160392001801114 19.2250394680720156),SI
