,Fecha,Titulo,Desripcion,Empresa
418,"Ayer, 07:37 p. m.",Empleo de técnico linea comercial,"Hombres técnicos en refrigeración CERTIFICADA, con mínimo 6 meses de experiencia en mantenimiento preventivo y..", Grupo Accion Plus
419,"Ayer, 07:37 p. m.",Empleo de Mensajero con moto - Medellin,"Importante empresa del sector logístico requiere para su equipo de trabajo, bachilleres con mínimo 2 años de..", Dar Ayuda Temporal
420,"Ayer, 07:37 p. m.",Empleo de Asistente técnico comercial - Ingeniero civil o de materiales,exela S.A requiere profesional en ingeniería civil o de materiales con experiencia mínima de 6 meses con conocimientos.., Exela Servicios Temporales S.A
421,"Ayer, 07:37 p. m.",Empleo de Panadero,Importante cadena de cafeterías requiere para su equipo de trabajo un Panadero. Salario: 1.000.000 Experiencia.., COMPLEMENTOS HUMANOS
422,"Ayer, 07:37 p. m.",Empleo de Impulsadora ,Importante empresa de la ciudad de Medellin requiere para su equipo de trabajo impulsadora con mínimo 6 meses de.., COMPLEMENTOS HUMANOS
423,"Ayer, 07:37 p. m.",Empleo de Practicante de Investigación Judicial o Criminalista,Nuestra compañía está en la búsqueda de practicantes de investigación judicial y carreras a fines paraapoyar.., OneLink BPO
424,"Ayer, 07:37 p. m.",Empleo de Auxiliar administrativa - Bilingue,Importante multinacional Americana necesita para su equipo de trabajo Recepcionista mujer con alto conocimiento en el.., ASIGNAR S.A.S
425,"Ayer, 07:37 p. m.",Empleo de Asesor comercial Externo portafolio bancario - mínimo 1 año de experiencia en portafolio financiero,"Importante entidad financiera requiere ejecutivos comerciales externos en portafolio bancario (libranza, rotativo,..", ACTIVOS S A S
426,"Ayer, 07:37 p. m.",Empleo de jefe de producción - únicamente en empresas de lacteos formación obligatorio profesional,Reconocida empresa de lácteos requiere para su equipo de trabajo supervisor de producción con minimo 3 años de.., ACTIVOS S A S
427,"Ayer, 07:37 p. m.",Empleo de auxiliar de planta preséntate el lunes 11 de febrero a las 9am - minimo 6 meses de experiencia en cargue y descargue (labores pesadas ,Importante empresa del sector hierro requiere para su equipo de trabajo AUXILIARES DE PLANTA CON MÍNIMO 6 MESES DE.., ACTIVOS S A S
428,"Ayer, 07:37 p. m.",Empleo de vendedor tat (tienda a tienda) - valido solo con moto para importante empresa de lacteos,"Importante empresa del sector, requieren para su equipo de trabajo vendedor tat CON EXPERIENCIA MÍNIMA DE 1 AÑO..", ACTIVOS S A S
429,"Ayer, 07:37 p. m.",Empleo de Ejecutivo Comerciales de libranza - Urgente,Importante empresa requiere para su equipo de trabajo Ejecutivos comercial de Libranza con mínimo 1 año de.., ACTIVOS S A S
430,"Ayer, 07:37 p. m.",Empleo de Oferta Preventista TAT consumo masivo -  debe tener moto y manejo de indicadores,Importante empresa de lácteos necesita personal como tú para que haga parte de su equipo de trabajo. Perfil:.., ACTIVOS S A S
431,"Ayer, 07:37 p. m.",Empleo de coordinador de producción  - únicamente en empresas de lacteos formación obligatorio profesional,Reconocida empresa de lácteos requiere para su equipo de trabajo supervisor de producción con minimo 3 años de.., ACTIVOS S A S
432,"Ayer, 07:37 p. m.",Empleo de Auxiliar de Bodega ,"Importante empresa de Calzado, solicita auxiliares de bodega que apoye el almacenamiento cargue y descargue, manejo de..", Mision Empresarial S.A
433,"Ayer, 07:37 p. m.",Empleo de convocatoria abierta - asesor comercial ,"Konecta es la principal compañía de Relacionamiento con Clientes del mundo, estamos solicitamos talento humano para..", KONECTA
434,"Ayer, 07:37 p. m.",Empleo de Diseñador Gráfico - Tecnólogo (a)  Zona norte,"Se solicita Diseñador (a) Gráfico (a) para empresa de productos farmacéuticos y medicinales, cosméticos y artículos de..", SERVIMOS LTDA
435,"Ayer, 07:37 p. m.",Empleo de Se requiere mensajero caminante - minimo 6 meses de experiencia ,Importante compañia de mensajeria requiere para su equipo de trabajo mensajeros caminantes con experiencia minima de 6.., nexarte servicios temporales s.a
436,"Ayer, 07:37 p. m.",Empleo de Se requiere conductor de camión  - Mínimo 3 años de experiencia como conductor de camión ,"Importante compañía que provee las mejores soluciones logísticas especializadas del país, a un selecto grupo de..", nexarte servicios temporales s.a
437,"Ayer, 07:37 p. m.",Empleo de Se requiere mensajeros caminante - Mínimo 6 meses de experiencia como mensajero caminante  ,"Importante compañía de mensajería masiva de la ciudad solicita para su equipo de trabajo, mensajeros caminantes con..", nexarte servicios temporales s.a
438,"Ayer, 07:37 p. m.",Empleo de Guarda de seguridad - Armenia,importante empresa del sector de seguridad requiere en su equipo de trabajo personal capacitado y con amplia..,
439,"Ayer, 07:37 p. m.",Empleo de vendedor de servicios  - con moto ,Se requiere Bachiller sin experiencia para laborar en reconocida empresa como vendedor de servicios ; indispensable.., Saitemp S.A 
440,"Ayer, 07:37 p. m.",Empleo de Jefe de Corte - Sector Textil,Se requiere persona bachiller con experiencia mínimo de 1 año para laborar como Jefe de corte en el sector textil..., Saitemp S.A 
441,"Ayer, 07:37 p. m.",Empleo de Auxiliar de mantenimiento,"Importante empresa del sector ubicada en el Sur de la ciudad, solicita para su equipo de trabajo Técnico o tecnología..", T&S TEMSERVICE S.A.S
442,"Ayer, 07:30 p. m.",Empleo de Pintor Automotriz,Reconocida marca del sector automotriz requiere para su equipo de trabajo Técnico o Tecnologo o Certificación en..,
443,"Ayer, 07:06 p. m.",Empleo de Aprendiz de archivo para Apartadó,Importante cadena de supermercados requiere para su equipo de trabajo Técnico o Tecnólogo en Gestión Documental o..,
444,"Ayer, 07:06 p. m.",Empleo de Operario de maquina - Termoformado,Se requiere Bachiller para el cargo de Operario de maquina de termoformado con 1 año de experiencia y capacidad de..,
445,"Ayer, 07:06 p. m.",Empleo de Técnico en mantenimiento de equipos de computo	,"Se requiere Técnico o Tecnólogo en Sistemas con énfasis en mantenimiento y reparación de equipos de cómputo, con..",
446,"Ayer, 07:06 p. m.",Empleo de Operaria de máquina plana y recubridora	 ,Empresa de confecciones especializada en ropa de bebé solicita operario(a) de máquina plana y recubridora con 6 meses..,
447,"Ayer, 07:06 p. m.",Empleo de Diseño gráfico - (mercadeo),"Empresa solicita técnico, tecnólogo y/o profesional en diseño gráfico, con experiencia de un (1) año en el cargos..",
448,"Ayer, 07:06 p. m.",Empleo de Auxiliar de Cocina - 6 meses de experiencia,"Se requiere técnico en cocina, con 6 meses de experiencia para realizar actividades de aseo, realizar diferentes..",
449,"Ayer, 07:06 p. m.",Empleo de Asesor comercial externo - experiencias en ventas externas intangibles,"Reconocida empresa del sector salud requiere para su gran equipo comercial ASESORES COMERCIALES, buscamos personas que..",
450,"Ayer, 07:06 p. m.",Empleo de auxiliar administrativo/a,Se requieretecnico o tecnologo en administración o en áreas afinescon experienciamínimode 3 años enpago deseguridad..,
451,"Ayer, 07:06 p. m.",Empleo de Ejecutivo comercial - en Libranza,"En el grupo AVAL queremos personas con capacidad de persuasión, innovación, alto nivel de tolerancia a la..", VENTAS Y SERVICIOS S.A.
452,"Ayer, 07:06 p. m.",Empleo de Ejecutivo comercial - de Libranza,"En el grupo AVAL queremos personas con capacidad de persuasión, innovación, alto nivel de tolerancia a la..", VENTAS Y SERVICIOS S.A.
453,"Ayer, 07:06 p. m.",Empleo de asesora comercial / ejecutiva,"Importante empresa, del sector de almacenes de cadenas. solicita mujeres bachilleres, con experiencia mínima de 1 año;..", Redes Humanas
454,"Ayer, 07:06 p. m.",Empleo de Auxiliar de Recepción - Empresa del sector salud,"Importante empresa del sector salud, especializada en procesos dermatológicos, estéticos, cosméticos y de enfermedades..", Tiempos SAS
455,"Ayer, 07:06 p. m.",Empleo de Asesor viajero experiencia en ventas tat auto venta  - excelente oportunidad,DIRECTV Empresa de Telecomunicaciones requiere para su equipo de trabajo ASESORES COMERCIALES VIAJEROS - VENDEDORES.., MANPOWER PROFESSIONAL LTDA
456,"Ayer, 07:06 p. m.",Empleo de Ingeniero Mecánico con Con experiencia Como Asesor Comercial ,"Importante empresa del sector metalmecanica requiere para su equipo de trabajo , asesores comerciales con..", MANPOWER PROFESSIONAL LTDA
457,"Ayer, 07:06 p. m.",Empleo de Impulsadora  - promotora,"Importante empresa de alimentos requiere para su equipo de trabajo promotora para los diferentes canales, con..", Grupo Accion Plus
458,"Ayer, 07:06 p. m.",Empleo de Mercaderista TAT CON MOTO  - Medellin,"Importante compañía reconocida a nivel nacional requiere para su fuerza comercial preventistas, asesores comerciales..", MISION TEMPORAL
459,"Ayer, 07:06 p. m.",Empleo de Vendedor TAT con estudios tecnológicos administrativos,"Importante banco requiere asesor(a) comercial externo con experiencia mínimo un año, preferiblemente enconsumo masivo..", Grupo Accion Plus
460,"Ayer, 07:06 p. m.",Empleo de Directora comercial corporativa - con experiencia en venta de servicios temporales,"Se requiere de manera inmediata director comercial con experiencia en venta y mantenimiento de cliente, manejo de..", MISION TEMPORAL
461,"Ayer, 07:06 p. m.",Empleo de Auxiliar de Ruta Urgente - Medellin,Importante empresa de soluciones logísticas requiere para su equipo de trabajo bachilleres con 1 año de experiencia.., Dar Ayuda Temporal
462,"Ayer, 07:06 p. m.",Empleo de Auxiliar de cartera con un nivel alto en manejo de excell - Experiencia en el área administrativa ,Salario:1.032.737 Horario lunes a viernes de 7:30 am a 6 pm  La persona debe tener experiencia en manejo total de.., Dar Ayuda Temporal
463,"Ayer, 07:06 p. m.",Empleo de auxiliar de bodega ktronix ,"ktronix Medellin requiere para su equipo un auxiliar de bodega, con experiencia en cargue y descargue y mercancia,..", Colombiana de Comercio Corbeta S.A. /Alkosto
464,"Ayer, 07:06 p. m.",Empleo de Asistente de Seguridad Vial,Exela S.A requiere técnico o tecnólogo en seguridad vial y/o logística de transporte con experiencia mínima de 1 año.., Exela Servicios Temporales S.A
465,"Ayer, 07:06 p. m.",Empleo de Prensista,Importante empresa del sector industrial ubicada en la ciudad de Medellin requiere para su equipo de trabajo.., COMPLEMENTOS HUMANOS
466,"Ayer, 07:06 p. m.",Empleo de  Asesor call center portugués - No estudiantes,Asesor de servicio al cliente portugués  En Onelink estamos buscando personas con un alto nivel de portugues para el.., OneLink BPO
467,"Ayer, 07:06 p. m.",Empleo de Gran convocatoria de conductores  presentarse el lunes 4 de febrero en - Crr 43B Numero 16 95 Edificio Camara Colombiana 7:30 am con hoja de vida,Importante empresa ubicada en la ciudad de Medellin requiere para su equipo de trabajo conductores para laborar en.., COMPLEMENTOS HUMANOS
468,"Ayer, 07:06 p. m.","Empleo de Oferta para cajeros con experiencia, presentate...!!","IMPORTANTE ENTIDAD CON ALTA INFLUENCIA A NIVEL NACIONAL E INTERNACIONAL, EXPERTA EN RECAUDO DE DINERONECESITA CAJEROS..", ACTIVOS S A S
469,"Ayer, 07:06 p. m.",Empleo de Asesor integral para importante multinacional de telecomunicaciones en puntos de venta - con experiencia minima de 1 año,"importante empresa de telefonía Busca Analistas de servicio al cliente personalizado; que seantécnicos, tecnologoa o..", ACTIVOS S A S
470,"Ayer, 07:06 p. m.",Empleo de importante empresa  de lacteos solicita supervisor de producción -  experiencia de 3 años únicamente en empresas de lacteos formación obligatorio profesional,Reconocida empresa de lácteos requiere para su equipo de trabajo supervisor de producción con minimo 3 años de.., ACTIVOS S A S
471,"Ayer, 07:06 p. m.","Empleo de oferta abierta  - auxiliar administrativo, contable,financiero,",En KONECTA estamos solicitamos personas para ser asesores para línea de servicio al cliente y otras en ventas de.., KONECTA
472,"Ayer, 07:06 p. m.",Empleo de Auxiliar de cocina - Rionegro llano grande ,Importante empresa del sector ubicada en llano grandebusca para su equipo de trabajo Auxiliar de cocina bachiller con.., Jiro S.A.
473,"Ayer, 07:06 p. m.",Empleo de Conductores con pase c2 - Empresa de alimentos,Multinacional de alimentos solicita para su personal 10 conductores bachilleres entre los 20 y 40 años de edadque.., ORGANIZACIÓN SERVICIOS Y ASESORIAS S.A.S.
474,"Ayer, 07:06 p. m.",Empleo de Asesor comercial externo de microcredito urgente  -  para laborar en Bello Antioquia,Importante entidad financiera requiere asesores comerciales externos para manejar el producto microcrédito en la..,
475,"Ayer, 07:06 p. m.",Empleo de Auxiliar Administrativa - Zona norte,"Se solicita Auxiliar Administrativa para empresa deproductos farmacéuticos y medicinales, cosméticos y artículos de..", SERVIMOS LTDA
476,"Ayer, 07:06 p. m.","Empleo de Se requiere conductor entregador, licencia c2 - con experiencia en vehículos NPR o furgones de 4.5 toneladas ","importante compañía de consumo masivo requiere para su equipo de trabajo conductor entregador, con experiencia en..", nexarte servicios temporales s.a
477,"Ayer, 07:06 p. m.","Empleo de Se requiere conductor repartidor o auxiliar de distribución - Mínimo 6 meses de experiencia como conductor tat , auxiliar de ruta y vendedor autoventa",Importante compañía de consumo masivo requiere para su equipo de trabajo vendedores autoventa el cual debe de contar.., nexarte servicios temporales s.a
478,"Ayer, 07:06 p. m.",Empleo de Se requiere vendedor punto de venta con grandes habilidades comerciales - minimo 1 año de experiencia en areasde telas u hogar,Importante compañia del sector textil requiere vendedor punto de venta con experiencia de 1 año o mas en areas.., nexarte servicios temporales s.a
479,"Ayer, 07:06 p. m.",Empleo de Se requiere mensajeros motorizado  - Mínimo 6 meses de experiencia como mensajero motorizado  ,Importante compañía del sector me mensajería masivabusca para su equipo de trabajo mensajeros motorizados los cuales.., nexarte servicios temporales s.a
480,"Ayer, 07:06 p. m.",Empleo de Auxiliar de distribución o recogidas  - Mínimo 12 meses de experiencia en área de cargue y descargue ,"Importante empresa de logística ubicada al sur de la Estrella, desea incorporar a su equipo de trabajo personas que..", nexarte servicios temporales s.a
481,"Ayer, 07:06 p. m.",Empleo de Cajero financiero - Urgente,"Importante transportadora de valoresrequiere personal bachiller, tecnico, o tecnolgocon experiencia mínima de 2 AÑOS..", nexarte servicios temporales s.a
482,"Ayer, 07:06 p. m.",Empleo de Auxiliar de inventarios,Se requiere Técnica Contable con experiencia mínimo de 1 año para laborar en el cargo como Auxiliar de inventarios..., Saitemp S.A 
